torneo_id,year,elo_colombia,fifa_rank,avg_age,market_value_meur,wins_last10,draws_last10,losses_last10,goals_scored_last10,goals_conceded_last10,clean_sheets_last10,form_index,qual_position,injuries_key_players,coach_experience_years,home_continent,avg_height_cm,sprint_speed_kmh,prev_world_cups,group_rival_avg_elo,group_rival_max_elo,tournament_avg_elo,octavos_rival_elo,cuartos_rival_elo,semis_rival_elo,final_rival_elo,luck_factor,media_pressure,prep_days,altitude_m,climate,group_points_scored,target_ronda
4166,2013,1826.2,5,27.0,828.9,3,3,4,10,11,3,0.4,4,0,0.2,0,178.0,31.5,4,1891.1,1995.6,1677.7,1795.4,1803.9,1929.2,1983.7,-0.246,6.7,23,0.0,1,1,0
4167,2004,1756.4,3,27.3,577.5,3,3,4,10,13,1,0.4,9,2,8.1,0,179.6,34.1,3,1873.0,1964.7,1723.1,1791.8,1916.5,1969.5,1954.1,0.0766,4.9,22,0.0,1,3,0
4168,2021,1890.7,29,22.7,644.4,4,2,4,10,12,3,0.4667,1,1,7.2,0,175.7,32.3,6,1594.0,1706.0,1752.5,1769.9,1914.7,1940.1,2018.1,0.1821,8.4,30,0.0,0,1,0
4169,2024,1868.4,22,26.1,341.0,5,1,4,19,5,4,0.5333,3,2,5.2,0,179.4,33.2,8,1567.0,1695.5,1717.4,1836.6,1922.8,2027.4,1981.4,-0.2045,8.0,29,0.0,0,4,1
4170,2019,1876.9,10,30.2,674.6,4,3,3,20,10,4,0.5,1,1,0.4,0,180.6,29.4,7,1752.7,1797.3,1733.0,1840.0,1911.7,1903.6,2049.8,0.0009,7.2,33,0.0,2,7,2
4171,2004,1792.2,14,27.1,847.7,4,3,3,9,6,3,0.5,4,2,3.9,0,178.3,32.0,3,1704.4,1823.8,1626.2,1660.5,1742.0,1981.5,1906.8,-0.1322,4.2,26,0.0,4,6,1
4172,2012,1945.5,14,25.1,967.2,7,0,3,16,6,1,0.7,3,1,0.5,0,176.9,31.9,3,1988.4,2173.7,1686.9,1780.6,1869.8,1933.1,1973.9,0.1271,5.1,29,0.0,2,3,0
4173,2013,1902.5,9,28.1,721.8,4,3,3,4,14,4,0.5,1,4,3.3,0,182.6,31.2,4,1667.4,1915.0,1875.7,1930.5,2020.1,2130.4,2333.7,-0.1633,7.1,24,0.0,3,4,5
4174,2018,1851.2,1,28.5,469.2,2,3,5,10,8,2,0.3,6,1,0.9,0,182.5,30.8,6,1787.5,1850.6,1829.9,1982.7,2022.6,2028.0,2105.9,0.3807,7.4,31,0.0,3,6,1
4175,1998,1748.5,2,26.9,494.0,2,5,3,9,8,1,0.3667,1,2,5.3,0,183.5,30.0,1,1829.8,1889.5,1679.3,1764.8,1888.7,1932.0,1961.7,-0.085,5.8,38,0.0,2,3,2
4176,2016,1797.1,11,29.8,678.4,4,4,2,10,7,2,0.5333,6,1,2.1,0,186.9,31.6,6,1621.7,1712.3,1801.9,1891.1,2024.8,2060.6,2036.0,0.1987,6.9,20,0.0,1,1,0
4177,2018,1796.2,7,25.3,416.7,6,2,2,7,5,2,0.6667,6,1,2.2,0,179.4,32.8,7,1614.3,1793.5,1815.7,1919.0,2020.5,2126.1,2140.3,-0.1866,6.9,23,1000.0,3,1,0
4178,2004,1745.5,4,29.0,714.1,3,2,5,7,11,4,0.3667,6,1,1.5,0,182.6,32.8,3,1750.0,1849.0,1679.0,1782.7,1802.3,1794.2,1878.9,-0.1093,5.5,39,0.0,3,5,3
4179,2007,1878.3,18,27.2,405.8,5,2,3,10,6,3,0.5667,2,2,1.0,0,181.2,33.6,4,1909.1,1977.2,1747.0,1885.8,1914.2,2111.3,2042.8,-0.0304,4.7,42,2000.0,2,1,0
4180,2005,1801.6,3,24.5,599.8,6,2,2,10,8,2,0.6667,3,2,4.4,0,180.8,30.4,3,1816.9,1939.6,1621.6,1707.4,1700.9,1939.2,1955.6,0.1866,3.9,35,0.0,4,2,0
4181,2020,1843.5,11,27.5,599.2,4,2,4,15,8,2,0.4667,3,0,5.0,0,181.0,32.7,7,1839.5,1981.3,1812.9,1832.5,1985.0,2001.0,2124.9,0.0229,1.0,21,0.0,3,7,3
4182,1996,1947.1,18,27.4,680.9,2,1,7,20,9,3,0.2333,1,0,1.8,0,178.0,33.3,0,1633.7,1664.5,1631.9,1731.9,1694.6,1834.8,1838.7,-0.0548,5.8,23,0.0,2,2,0
4183,2002,1807.7,15,29.4,804.7,5,3,2,10,8,4,0.6,1,0,1.5,0,181.2,32.9,3,1900.4,2030.7,1730.8,1820.5,1903.6,1951.0,2093.8,0.2018,4.4,27,0.0,1,4,1
4184,2024,1823.1,12,26.9,836.4,2,1,7,7,15,2,0.2333,3,1,3.8,0,181.8,33.0,8,1895.8,2029.1,1783.1,1858.5,1882.2,2078.9,2174.8,-0.2066,6.1,21,1000.0,1,4,3
4185,2018,2019.0,8,26.5,695.5,6,1,3,12,3,6,0.6333,2,0,10.4,0,178.6,32.3,7,1811.4,1958.0,1806.8,1828.3,1989.2,1973.4,2007.5,-0.1371,10.0,40,1000.0,4,2,0
4186,2006,1815.8,18,28.8,796.4,0,5,5,10,7,4,0.1667,4,2,4.6,0,180.5,34.4,4,1742.8,1844.7,1614.5,1718.6,1829.2,1776.1,1919.0,0.1233,4.6,44,0.0,2,6,3
4187,1997,1835.0,10,27.3,891.1,5,2,3,18,11,1,0.5667,3,1,7.0,0,182.9,33.2,0,1802.0,1830.4,1788.7,1936.0,1991.0,1904.5,2133.8,-0.0427,4.7,43,0.0,3,7,4
4188,1999,1845.6,6,27.0,781.6,5,0,5,13,9,5,0.5,1,2,5.5,0,183.1,32.2,1,1722.4,1857.6,1789.2,1898.2,1928.9,2066.0,2110.4,0.096,7.5,42,0.0,0,3,0
4189,2025,1905.8,5,24.7,852.2,4,2,4,11,6,3,0.4667,1,0,0.8,0,182.2,31.1,7,1600.0,1704.2,1788.7,1871.4,1935.4,2028.2,2127.8,0.2214,4.8,21,0.0,2,3,0
4190,2008,1802.9,10,26.4,959.5,7,0,3,10,16,4,0.7,2,0,1.1,0,177.3,33.7,3,1766.0,1868.6,1759.7,1789.9,1887.1,2085.7,2086.6,0.0192,7.0,28,0.0,4,3,2
4191,2002,1787.2,16,24.5,639.9,5,3,2,9,5,0,0.6,5,0,1.2,0,182.7,33.2,3,1912.4,2025.2,1770.0,1885.8,1947.3,2003.5,1968.9,-0.0102,4.7,33,0.0,1,4,3
4192,2020,1842.7,19,25.3,272.6,5,2,3,13,8,3,0.5667,2,1,0.2,0,179.3,31.0,7,1755.8,1859.1,1720.0,1781.8,1836.2,1952.6,1979.9,0.204,5.8,22,0.0,0,4,1
4193,2016,1849.7,17,27.0,558.5,1,3,6,10,4,2,0.2,1,2,1.3,0,179.8,32.5,6,1713.8,1863.5,1767.1,1918.2,1913.9,2017.9,2027.7,0.2749,4.2,29,0.0,3,6,2
4194,1999,1790.2,25,27.0,898.4,4,4,2,12,13,3,0.5333,5,1,0.9,0,177.8,33.0,2,1945.5,2075.0,1841.3,1914.1,2034.7,2135.5,2070.4,-0.0578,5.6,42,1000.0,4,0,0
4195,2011,1851.8,12,25.5,927.4,4,2,4,13,5,3,0.4667,4,2,15.1,0,180.7,33.5,5,1885.4,2062.6,1639.2,1773.5,1775.9,1905.3,1888.4,-0.103,4.3,42,0.0,4,3,1
4196,2020,1841.7,3,25.9,512.4,3,0,7,14,7,2,0.3,5,0,1.5,0,180.0,34.9,5,1724.2,1762.3,1686.7,1804.0,1821.2,1898.6,1973.6,0.0704,7.7,40,0.0,3,3,0
4197,2016,1803.4,9,25.5,571.9,5,2,3,9,7,3,0.5667,2,1,3.1,0,184.3,31.6,6,1971.8,2102.8,1729.1,1833.0,1932.3,1870.8,2077.9,-0.0976,3.2,31,1000.0,2,2,0
4198,1996,1790.9,2,28.9,598.4,3,2,5,9,7,3,0.3667,2,1,1.9,0,183.0,34.8,1,1801.3,2015.1,1724.7,1782.9,1871.7,1980.9,1959.4,0.1942,5.3,44,0.0,0,6,1
4199,2007,1909.4,14,25.5,895.7,5,3,2,9,4,2,0.6,1,0,1.0,0,179.3,33.3,3,1500.0,1581.6,1650.1,1723.7,1757.6,1916.7,1956.6,-0.1625,7.9,30,0.0,2,4,1
4200,2016,1746.0,6,24.7,277.0,5,1,4,9,13,3,0.5333,7,2,0.3,0,189.5,36.0,5,1837.0,1922.9,1704.5,1832.3,1873.5,1935.4,1996.9,-0.0734,8.9,34,0.0,1,3,4
4201,2009,1879.0,27,27.1,547.7,3,2,5,8,6,1,0.3667,1,4,0.0,0,180.6,34.0,4,1813.2,1849.0,1757.7,1858.2,1896.1,1907.6,2037.5,0.071,7.4,25,0.0,2,3,4
4202,2018,1909.8,12,22.3,282.8,2,3,5,7,6,1,0.3,1,0,0.1,0,186.8,31.3,7,1762.2,1894.1,1850.7,1991.5,2009.5,2077.7,2107.9,0.0104,8.2,24,0.0,2,6,3
4203,2009,1784.6,20,27.5,539.9,1,3,6,14,9,5,0.2,3,0,2.3,0,184.9,33.7,4,1755.9,1761.3,1737.3,1838.6,1850.6,2013.0,2128.0,-0.1846,4.2,35,0.0,1,6,1
4204,2006,1913.4,17,27.8,153.9,4,1,5,12,8,1,0.4333,3,1,0.0,0,182.6,33.0,4,1655.0,1750.0,1778.5,1866.2,1954.3,2099.9,2064.6,0.1164,6.2,44,0.0,0,6,1
4205,2020,1756.5,12,26.4,679.3,3,3,4,10,6,4,0.4,5,2,4.9,0,184.2,31.3,7,1605.2,1750.5,1761.2,1844.9,1891.6,2031.4,2083.3,0.268,6.0,39,0.0,1,3,0
4206,2002,1825.5,7,27.1,577.0,4,4,2,18,9,4,0.5333,3,2,0.7,0,183.6,31.7,2,1763.5,1907.2,1788.1,1856.6,1921.6,2068.3,1998.9,0.0832,5.6,22,0.0,1,4,1
4207,2020,1861.2,4,31.5,636.6,3,2,5,14,4,4,0.3667,3,5,0.2,0,179.4,34.1,7,1754.0,1888.4,1780.5,1837.6,1935.7,1959.1,2079.3,0.2012,7.1,38,0.0,4,1,0
4208,2023,1896.7,1,23.9,642.2,3,4,3,15,3,3,0.4333,4,2,4.2,0,181.0,31.3,7,1612.5,1619.0,1757.9,1757.5,1851.1,1865.7,2077.3,-0.0628,7.3,21,0.0,0,5,1
4209,2013,1878.2,17,27.5,451.7,7,1,2,13,5,1,0.7333,4,2,1.7,0,183.7,33.4,5,1768.7,1854.3,1695.1,1825.9,1894.0,1952.0,1859.2,0.2304,5.6,27,0.0,0,6,1
4210,2006,1784.8,21,25.1,594.5,5,3,2,13,11,4,0.6,5,2,3.9,0,177.6,33.9,4,1620.2,1706.9,1869.3,1929.4,2001.1,2169.2,2153.9,0.0661,4.5,31,0.0,3,4,1
4211,2026,1808.1,1,28.4,628.3,6,0,4,8,13,3,0.6,3,1,4.6,0,176.9,31.1,9,1828.3,1909.7,1786.9,1930.5,1920.7,1965.1,2112.9,0.0618,7.5,28,0.0,0,3,1
4212,1998,1810.4,36,26.7,645.6,3,2,5,8,11,4,0.3667,5,2,3.9,0,179.6,31.7,2,1770.2,1820.1,1705.9,1755.4,1912.2,2037.0,2049.6,0.0707,6.6,27,0.0,1,3,1
4213,2004,1857.6,15,25.0,448.4,3,4,3,16,9,3,0.4333,1,2,1.5,0,182.1,35.2,3,1719.4,1844.4,1736.0,1786.3,1827.7,1916.9,2032.4,-0.0231,7.9,26,0.0,0,7,1
4214,2024,1937.3,4,25.3,649.9,3,2,5,16,6,4,0.3667,1,2,0.2,0,180.6,31.7,8,1644.9,1808.0,1685.2,1782.5,1897.2,1867.6,1990.5,-0.2717,8.4,30,0.0,1,4,5
4215,2012,1889.2,14,25.1,416.6,5,1,4,13,8,4,0.5333,3,1,1.3,0,180.0,32.2,5,1833.5,1977.2,1670.1,1716.6,1825.9,1803.7,1901.9,-0.0414,3.3,31,0.0,2,6,3
4216,2014,1901.0,1,25.6,595.1,4,2,4,11,11,3,0.4667,4,2,3.9,0,178.8,33.3,6,1844.4,1886.6,1772.4,1929.9,1920.8,2035.3,2123.4,0.1336,5.4,40,0.0,4,3,1
4217,2002,1805.2,17,26.2,716.1,2,4,4,15,11,4,0.3333,1,1,1.3,0,177.4,31.2,3,1700.2,1851.5,1723.2,1747.7,1863.8,1968.2,1997.6,-0.0326,2.3,24,0.0,1,2,0
4218,2013,1848.3,9,23.2,876.1,2,2,6,16,8,2,0.2667,1,0,7.8,0,180.8,33.1,4,1680.6,1761.1,1880.3,1919.6,2070.7,2079.0,2049.6,-0.0035,3.2,40,0.0,2,6,2
4219,2023,1826.3,11,27.1,766.3,5,0,5,18,9,8,0.5,1,3,11.2,0,176.2,32.5,8,1858.3,1931.4,1649.7,1718.7,1753.6,2046.0,1863.2,-0.1096,5.0,26,0.0,2,4,2
4220,2025,1872.0,3,26.6,687.2,3,2,5,17,8,3,0.3667,4,3,4.7,0,180.5,31.5,6,1880.7,2027.5,1829.8,1916.8,1969.7,1980.8,2145.0,0.1869,5.9,27,0.0,2,6,1
4221,2020,1907.8,21,24.4,491.9,5,3,2,12,3,2,0.6,3,0,0.7,0,182.4,33.9,7,1939.6,2194.4,1825.9,1898.5,1975.7,2066.4,2081.3,0.0621,4.8,29,1000.0,0,1,0
4222,2019,1800.5,4,26.0,534.2,4,3,3,9,8,3,0.5,1,0,0.5,0,180.7,31.6,5,1881.8,1885.0,1731.0,1808.0,1920.0,2044.6,2055.9,0.0334,4.4,41,0.0,1,2,0
4223,2005,1718.6,12,27.0,397.9,6,1,3,12,5,2,0.6333,3,0,4.1,0,175.4,31.8,3,1834.1,1963.8,1752.0,1791.9,2047.2,1903.8,2027.1,-0.1068,4.6,26,0.0,2,3,1
4224,2011,1794.4,6,28.0,778.3,6,3,1,16,15,1,0.7,6,3,2.1,0,182.9,32.9,5,1878.1,1978.1,1893.3,1983.7,2008.9,2158.3,2081.7,0.1586,4.4,29,1000.0,2,2,0
4225,2014,1823.3,25,25.7,305.8,3,3,4,11,2,3,0.4,2,2,5.3,0,179.3,31.7,6,1636.8,1676.9,1788.0,1838.7,1927.0,1981.0,2105.0,0.3037,1.9,24,0.0,3,1,0
4226,1999,1838.0,1,27.7,743.9,5,1,4,14,6,4,0.5333,2,1,3.9,0,177.7,34.0,1,1724.9,1792.8,1840.1,1914.6,1971.4,1949.7,2214.8,0.2189,1.9,40,1000.0,0,0,0
4227,2010,1708.6,10,27.9,591.9,3,0,7,8,12,5,0.3,1,2,0.3,0,178.0,33.4,5,1799.5,1906.1,1700.6,1843.7,1899.1,1871.0,2021.8,-0.2972,6.4,25,0.0,3,1,0
4228,1997,1704.5,10,25.9,346.5,3,1,6,13,7,4,0.3333,5,1,7.2,0,177.7,36.0,1,1614.8,1759.5,1717.2,1859.1,1816.4,1949.5,2021.8,0.1313,4.8,41,2000.0,1,1,0
4229,1995,1829.9,17,25.6,444.4,4,3,3,11,12,3,0.5,2,2,2.6,0,181.4,33.0,0,1794.0,1863.8,1816.7,1896.8,1997.4,2068.6,2185.4,-0.1495,6.1,20,0.0,0,4,1
4230,2020,1760.9,1,24.6,489.6,3,1,6,8,4,7,0.3333,2,2,7.9,0,178.9,31.0,7,1838.8,1962.4,1691.2,1721.0,1901.8,1851.9,2019.8,0.169,5.0,39,1000.0,4,5,3
4231,2008,1932.5,1,26.8,552.3,6,2,2,17,8,5,0.6667,3,2,8.5,0,181.7,34.0,4,1866.1,1938.1,1703.1,1783.2,1884.4,1922.1,1912.3,0.1023,6.4,31,0.0,1,6,3
4232,1999,1817.8,20,25.8,842.0,6,1,3,10,7,4,0.6333,1,2,2.2,0,181.4,34.9,2,1870.5,1925.9,1686.7,1675.8,1805.1,1966.3,1950.4,-0.2125,5.5,40,0.0,3,6,1
4233,2012,1703.4,14,26.1,571.3,2,1,7,8,8,2,0.2333,5,1,3.5,0,181.0,33.1,4,1795.6,1862.8,1773.6,1808.7,1954.2,1955.3,2076.1,0.0458,6.5,23,0.0,2,3,0
4234,1994,1976.5,12,22.2,766.5,4,2,4,11,7,2,0.4667,1,0,3.6,0,179.2,32.9,0,1900.9,2045.0,1789.2,1878.6,1955.3,2069.1,2086.4,0.3702,8.5,21,0.0,4,6,1
4235,2004,1702.5,6,28.5,624.7,5,0,5,6,5,6,0.5,4,4,3.8,0,174.0,30.8,1,1965.8,2104.6,1744.1,1804.3,1864.1,1961.6,2055.2,0.0938,5.0,39,0.0,2,7,4
4236,2004,1938.5,20,24.0,855.8,5,3,2,12,3,5,0.6,1,0,4.7,0,177.0,30.8,3,1758.3,1856.8,1737.1,1865.8,1821.1,2003.9,1949.4,-0.1415,7.2,24,0.0,4,5,3
4237,1994,1916.0,17,25.6,596.1,4,3,3,13,8,2,0.5,2,1,1.6,0,180.2,33.0,0,1566.3,1688.4,1691.6,1766.9,1801.9,1944.8,1925.0,0.1778,5.8,27,2000.0,4,4,4
4238,2000,1871.4,18,25.0,622.1,6,1,3,13,3,3,0.6333,3,1,4.6,0,179.0,32.3,2,1867.0,1960.7,1798.7,1863.5,1900.2,2146.8,2087.3,0.0511,7.7,23,2000.0,1,3,1
4239,2010,1788.0,13,24.3,329.0,3,3,4,5,7,5,0.4,6,0,1.6,0,176.3,34.4,3,1684.6,1842.3,1717.5,1794.2,1876.0,1978.8,1982.1,-0.07,8.0,28,0.0,3,0,0
4240,2019,1874.5,8,22.3,837.8,2,2,6,13,4,0,0.2667,3,1,2.4,0,176.0,30.3,7,1816.3,1939.2,1807.9,1881.1,2043.5,1982.5,2071.7,-0.0158,6.8,33,0.0,0,3,0
4241,1999,1777.0,15,28.1,713.7,3,4,3,9,8,3,0.4333,4,1,0.8,0,181.8,31.8,1,1730.7,1877.0,1745.8,1894.9,1842.0,1920.7,1924.5,-0.2752,6.0,23,0.0,0,3,0
4242,2004,1873.1,4,24.0,797.2,6,2,2,11,7,2,0.6667,1,1,0.6,0,179.1,31.1,2,1722.1,1782.2,1679.0,1769.4,1855.1,1836.3,2063.7,0.0543,7.7,29,0.0,2,4,2
4243,2000,1887.0,22,26.1,587.0,5,2,3,12,4,1,0.5667,1,1,3.0,0,178.5,32.8,2,1778.6,1882.5,1762.8,1884.0,1994.5,1992.1,2076.2,0.1226,7.9,31,1000.0,0,4,1
4244,2002,1824.6,1,28.2,747.9,4,1,5,18,9,4,0.4333,1,3,1.2,0,180.6,33.7,2,1762.7,1805.7,1755.4,1781.0,1863.0,1954.4,1915.9,0.0399,6.4,25,0.0,4,2,0
4245,2017,1788.5,7,28.0,627.4,3,1,6,6,8,0,0.3333,7,0,1.9,0,181.9,33.6,6,1807.3,1999.8,1640.2,1709.7,1793.0,1816.8,1886.6,-0.0421,5.3,44,0.0,3,7,2
4246,2009,1747.1,1,24.9,324.3,3,1,6,5,10,3,0.3333,2,3,16.2,0,176.8,31.1,3,1806.0,1876.9,1713.3,1824.2,1903.8,1865.2,2121.0,-0.0803,5.6,37,0.0,0,6,2
4247,1995,1844.6,18,28.6,441.0,2,0,8,12,10,4,0.2,3,0,2.1,0,178.1,33.2,1,2100.0,2243.4,1695.9,1754.7,1942.7,1880.5,2193.8,0.0199,5.3,29,0.0,2,4,1
4248,2002,1679.9,12,25.7,426.2,4,1,5,9,10,4,0.4333,4,1,3.9,0,180.2,33.7,2,1768.4,1872.8,1717.2,1789.1,1847.2,1828.8,2092.1,-0.0893,4.4,43,0.0,3,3,0
4249,1997,1793.2,7,26.4,418.7,2,4,4,8,8,3,0.3333,4,4,1.0,0,178.9,33.0,1,1972.2,2082.0,1671.1,1714.4,1777.7,1926.6,1913.3,-0.2225,5.1,20,0.0,0,6,4
4250,2017,1906.8,13,27.3,417.2,5,1,4,17,5,2,0.5333,1,2,5.4,0,184.4,30.7,6,1849.0,1951.5,1795.4,1855.1,1896.8,2062.5,2072.6,0.0221,8.2,22,1000.0,2,2,0
4251,2015,1903.4,1,27.6,436.4,6,0,4,8,8,3,0.6,2,2,2.6,0,179.7,32.5,6,1574.4,1691.2,1661.1,1724.1,1812.8,1951.2,2097.2,-0.0153,9.8,42,0.0,0,6,2
4252,2001,1845.5,16,29.1,730.8,3,3,4,14,7,5,0.4,3,2,2.6,0,177.5,30.7,2,1832.1,2078.0,1703.9,1786.5,1950.3,1993.1,1974.4,0.0324,4.7,29,0.0,0,0,0
4253,2002,1948.1,15,29.0,794.5,2,3,5,10,5,1,0.3,6,0,1.0,0,181.1,30.6,2,1695.9,1742.3,1859.8,1927.3,1902.8,2119.0,2160.7,-0.0878,8.5,35,0.0,0,7,2
4254,1997,1945.5,17,25.6,573.6,5,2,3,15,7,1,0.5667,1,2,1.9,0,180.1,31.4,1,1671.0,1707.5,1825.7,1847.7,1946.6,2078.4,2175.7,-0.0044,6.8,44,0.0,1,4,3
4255,1999,1809.7,9,27.3,739.2,2,4,4,10,9,4,0.3333,3,0,0.2,0,176.9,35.8,1,1895.4,2108.3,1797.3,1822.9,1947.1,1981.8,2086.8,0.0919,5.5,42,0.0,4,1,0
4256,2007,1887.4,17,31.2,441.6,5,1,4,5,9,4,0.5333,2,0,0.8,0,182.9,30.6,3,1961.3,2013.2,1707.8,1771.0,1846.9,1855.6,2021.1,0.1286,8.5,43,0.0,2,0,0
4257,1996,1794.2,15,29.6,553.6,3,2,5,11,12,2,0.3667,5,1,2.6,0,180.0,33.8,0,1774.1,1822.3,1677.7,1763.0,1837.8,1809.2,2024.1,0.0075,4.2,36,0.0,2,9,2
4258,2013,1902.2,8,24.2,763.1,5,1,4,14,10,3,0.5333,3,0,2.0,0,173.0,34.7,5,1729.5,1917.1,1851.2,1898.7,1970.5,2205.6,2114.7,-0.2123,4.8,43,0.0,0,0,0
4259,2013,1917.3,8,25.7,696.8,5,2,3,14,9,5,0.5667,3,2,0.6,0,177.7,31.8,5,1746.2,1795.4,1795.6,1864.9,1866.6,2025.6,2086.7,0.1131,7.2,32,1000.0,3,0,0
4260,2009,1727.2,19,25.9,480.8,1,4,5,10,10,3,0.2333,8,0,3.4,0,179.9,30.8,4,1936.1,2021.1,1859.2,1979.1,1993.6,2096.0,2208.0,0.1432,4.8,23,0.0,2,0,0
4261,2007,1897.1,10,24.5,387.9,5,3,2,8,7,2,0.6,2,5,3.8,0,178.0,32.3,4,1970.9,2131.5,1800.3,1953.6,2022.1,2054.9,2058.1,0.0696,5.5,40,0.0,2,7,3
4262,2022,1893.7,13,28.8,410.8,4,2,4,16,8,3,0.4667,2,1,3.4,0,177.0,31.2,8,1672.2,1836.7,1617.5,1732.7,1774.6,1850.1,1964.6,0.086,6.1,32,0.0,4,7,4
4263,1995,1756.8,24,22.9,592.1,3,3,4,12,6,1,0.4,4,1,4.0,0,180.3,32.4,1,1773.6,1895.5,1803.2,1883.4,1966.6,1969.2,2045.7,-0.0376,3.2,39,1000.0,4,3,5
4264,2019,1983.3,7,28.2,472.2,5,2,3,19,5,3,0.5667,1,2,7.6,0,179.2,30.5,7,1907.8,2024.6,1825.9,1903.8,1978.1,2056.6,2039.7,-0.4037,5.8,33,0.0,1,6,4
4265,1997,1772.5,16,26.5,518.4,4,1,5,14,11,2,0.4333,4,4,2.6,0,183.3,31.8,1,1803.7,1843.7,1687.3,1753.6,1844.0,1858.3,2017.9,0.2147,4.9,29,0.0,4,2,0
4266,2004,1740.5,12,25.3,732.5,6,0,4,8,11,2,0.6,4,1,2.6,0,181.9,33.4,2,1951.8,1953.1,1842.2,1928.3,1984.7,2014.0,2150.3,0.2225,3.7,33,0.0,3,6,1
4267,1994,1810.1,27,25.1,432.8,2,3,5,6,10,5,0.3,2,0,11.6,0,181.5,32.7,0,1679.0,1816.0,1721.3,1903.4,1843.2,1878.6,2035.4,-0.1869,4.5,33,0.0,0,6,5
4268,2007,1848.5,17,25.8,711.9,5,0,5,11,10,2,0.5,4,2,5.8,0,182.8,32.4,4,1686.3,1806.7,1675.1,1760.8,1905.8,1774.3,1991.6,-0.0536,4.9,21,1000.0,0,7,2
4269,2008,1819.7,13,27.2,735.5,4,3,3,13,10,4,0.5,2,1,4.4,0,179.6,33.8,4,1833.5,1877.4,1791.0,1857.5,1950.8,2014.6,2049.5,0.1267,3.5,27,0.0,2,3,1
4270,2001,1758.5,17,25.7,684.2,5,3,2,7,4,5,0.6,4,0,1.9,0,180.2,32.3,2,1759.6,1910.3,1744.9,1832.2,1998.2,1948.6,2017.8,0.1805,3.6,25,0.0,1,1,0
4271,2022,1852.0,1,28.7,496.2,5,2,3,13,14,6,0.5667,2,2,0.7,0,173.9,32.2,8,1833.0,1997.9,1674.6,1742.6,1846.7,1809.4,2031.3,0.0502,4.8,44,0.0,2,9,1
4272,2005,1900.3,11,25.6,744.0,5,0,5,14,7,1,0.5,4,1,4.1,0,187.6,32.0,3,1736.1,1725.9,1714.1,1738.9,1912.5,1932.3,1924.9,0.082,7.5,28,0.0,4,6,3
4273,2001,1840.2,10,27.4,764.3,3,1,6,10,6,3,0.3333,2,0,13.3,0,177.3,32.9,2,1814.0,1885.7,1792.0,1840.2,1942.1,2054.6,2161.5,0.0333,5.4,30,0.0,1,1,0
4274,2014,1842.3,19,30.5,739.7,4,1,5,15,4,1,0.4333,1,1,10.9,0,181.0,32.8,6,1705.1,1759.9,1741.7,1853.1,1946.1,1940.8,2068.6,0.0147,5.6,30,2000.0,2,2,0
4275,2006,1739.0,18,27.2,681.1,4,3,3,10,6,1,0.5,6,0,3.6,0,173.1,33.2,4,1780.4,1901.5,1767.4,1898.8,2027.4,1982.4,2126.9,-0.0128,5.3,23,0.0,2,0,0
4276,2015,1925.1,20,28.3,1152.2,6,1,3,15,10,2,0.6333,1,1,0.4,0,181.7,33.6,5,1580.6,1677.0,1750.5,1795.8,1892.3,2020.8,1940.5,-0.0186,9.0,41,0.0,4,2,0
4277,2005,1888.8,16,27.4,721.6,6,2,2,11,3,3,0.6667,2,2,0.8,0,180.8,33.1,3,1790.7,1977.8,1695.5,1879.0,1816.3,1900.7,2057.7,0.1578,10.0,36,0.0,0,4,1
4278,2021,1876.4,14,28.6,950.2,6,4,0,12,3,3,0.7333,6,1,2.7,0,179.0,34.5,6,1737.1,1894.8,1739.4,1834.4,1878.1,1831.7,1993.6,0.2193,7.5,31,0.0,0,3,1
4279,2003,1803.9,15,27.1,844.6,4,2,4,7,9,2,0.4667,1,4,4.0,0,184.3,30.0,3,1500.0,1537.4,1768.2,1839.4,1973.8,1942.0,2158.2,0.042,4.5,22,0.0,0,4,1
4280,2007,1832.4,20,25.2,592.5,4,4,2,7,8,5,0.5333,1,5,3.3,0,185.1,32.3,4,1786.6,1878.3,1810.5,1967.1,1942.6,2037.4,2016.4,-0.1181,3.5,38,0.0,2,4,5
4281,2008,1984.9,17,25.6,738.3,6,3,1,18,5,2,0.7,3,2,2.3,0,181.7,34.0,4,1872.7,2046.6,1744.8,1919.7,2023.5,1962.2,2019.7,0.0391,9.8,20,0.0,1,6,5
4282,2004,1787.4,15,25.1,318.5,8,1,1,11,6,0,0.8333,3,1,5.1,0,177.3,31.9,3,1867.3,1936.5,1694.3,1751.8,1884.4,1943.0,1938.5,0.1616,3.3,24,0.0,1,4,2
4283,2010,1707.4,23,26.2,602.1,2,3,5,13,8,3,0.3,3,1,3.6,0,177.5,33.5,5,1500.0,1537.7,1749.8,1903.7,1882.4,2062.1,1971.0,0.1676,4.7,26,1000.0,1,6,1
4284,2007,1886.7,5,25.0,797.5,5,2,3,7,10,1,0.5667,5,0,1.1,0,181.5,31.3,3,1615.8,1697.8,1677.7,1807.1,1866.6,1888.0,1937.7,-0.0369,10.0,27,0.0,1,1,0
4285,2016,1967.9,9,26.6,711.6,3,3,4,9,6,3,0.4,3,2,6.3,0,180.1,31.7,2,1687.2,1797.3,1654.4,1742.6,1794.7,1962.0,1992.9,-0.1047,7.0,37,1000.0,0,9,3
